age,gender,country,education_level,has_bank_account,mobile_money_user,loan_access,monthly_income
58,Male,Uganda,Primary,0,1.0,0.0,876.3
27,Female,Kenya,None,0,0.0,0.0,694.07
31,Female,Uganda,Secondary,0,1.0,0.0,151.85
41,Female,Burundi,Primary,no,0.0,0.0,329.73
28,Male,Tanzania,Secondary,0,1.0,1.0,135.3
63,Male,Burundi,None,1,0.0,0.0,582.2
20,Female,Uganda,Primary,1,1.0,1.0,467.72
46,Male,Tanzania,Secondary,0,0.0,0.0,549.17
65,Male,Rwanda,Secondary,0,0.0,0.0,326.48
69,Male,Tanzania,None,nan,0.0,0.0,621.71
47,Male,Uganda,Primary,0,1.0,1.0,600.46
66,Male,Uganda,,0,1.0,0.0,92.84
54,Male,Tanzania,Primary,no,1.0,1.0,516.66
24,Male,Tanzania,None,0,0.0,0.0,492.39
34,Male,Tanzania,Primary,yes,0.0,0.0,448.01
37,Male,Uganda,Primary,1,1.0,0.0,530.87
28,Female,Kenya,Secondary,0,0.0,0.0,90.79
61,Female,Tanzania,None,nan,0.0,0.0,577.96
42,Male,Tanzania,Tertiary,1,1.0,0.0,385.92
41,Male,Rwanda,Primary,1,0.0,1.0,701.3
19,Male,Burundi,Primary,1,0.0,0.0,483.78
44,Female,Rwanda,Secondary,0,1.0,0.0,487.35
150,Female,Kenya,Secondary,0,0.0,0.0,669.58
46,Male,Tanzania,Secondary,nan,0.0,1.0,436.95
54,Female,Uganda,None,nan,1.0,1.0,328.16
28,Male,Kenya,Secondary,0,0.0,0.0,435.97
36,Male,Uganda,Secondary,yes,1.0,1.0,547.45
45,Male,Tanzania,Primary,1,0.0,0.0,320.54
150,Male,Burundi,Primary,0,1.0,1.0,367.57
38,Female,Uganda,None,0,0.0,0.0,415.66
43,Female,Rwanda,Primary,1,0.0,,613.96
39,Female,Rwanda,Secondary,1,0.0,1.0,518.36
23,Female,Uganda,Tertiary,0,1.0,1.0,842.73
28,Male,Rwanda,None,1,1.0,1.0,174.99
31,Female,Kenya,Primary,nan,1.0,0.0,482.28
53,Male,Kenya,None,1,1.0,0.0,348.74
57,Male,Tanzania,Primary,0,0.0,0.0,337.09
58,Female,Uganda,None,yes,0.0,0.0,627.4
19,Other,Kenya,Primary,0,1.0,0.0,776.49
60,Male,Tanzania,Tertiary,no,0.0,0.0,265.24
37,Male,Kenya,Primary,0,1.0,0.0,904.58
39,Male,Rwanda,Tertiary,0,1.0,0.0,523.54
56,Female,Uganda,Tertiary,0,0.0,1.0,571.39
21,Female,Tanzania,Primary,0,1.0,0.0,362.51
46,Female,Rwanda,Secondary,1,0.0,0.0,536.03
63,Male,Kenya,Secondary,0,1.0,1.0,463.19
41,Female,Burundi,Tertiary,1,1.0,0.0,499.39
18,Male,Burundi,None,no,0.0,0.0,283.65
41,Male,Burundi,Secondary,1,1.0,1.0,355.88
47,Female,Tanzania,Primary,1,0.0,1.0,282.31
29,Female,Uganda,Tertiary,nan,0.0,1.0,358.14
36,Female,Rwanda,Secondary,1,0.0,0.0,904.85
54,Female,Tanzania,Secondary,0,0.0,0.0,581.42
57,Female,Burundi,Tertiary,0,0.0,0.0,157.05
60,Male,Uganda,Secondary,1,0.0,1.0,407.65
21,Female,Uganda,Primary,no,0.0,0.0,562.65
32,Male,Tanzania,Secondary,0,0.0,0.0,576.11
37,Male,Uganda,Primary,0,1.0,0.0,690.74
61,Male,Burundi,None,0,0.0,0.0,574.88
37,Female,Tanzania,Tertiary,1,0.0,0.0,339.22
38,Female,Rwanda,Primary,nan,0.0,0.0,582.14
27,Male,Tanzania,Secondary,0,1.0,1.0,583.38
47,Female,Kenya,Primary,1,1.0,0.0,229.36
41,Male,Kenya,Primary,0,0.0,0.0,563.14
65,Male,Burundi,Secondary,1,0.0,0.0,637.04
57,Male,Rwanda,Primary,0,1.0,1.0,409.18
69,Male,Kenya,Primary,no,0.0,0.0,367.39
57,Male,Burundi,Primary,1,0.0,0.0,629.54
55,Female,Rwanda,,0,1.0,0.0,375.07
20,Male,Kenya,Secondary,1,0.0,0.0,633.17
46,Female,Rwanda,Secondary,0,0.0,0.0,769.02
25,Male,Uganda,Primary,1,0.0,0.0,237.73
46,Female,Tanzania,Primary,0,0.0,0.0,576.44
27,Female,Tanzania,Primary,0,0.0,0.0,707.47
22,Female,Burundi,Primary,1,,0.0,42.46
28,Male,Rwanda,Secondary,0,1.0,0.0,474.84
21,Male,Rwanda,None,1,1.0,0.0,794.6
66,,Uganda,Primary,1,0.0,1.0,259.54
52,Male,Rwanda,Secondary,no,1.0,0.0,758.44
67,Male,Rwanda,Secondary,0,1.0,0.0,618.14
57,Female,Rwanda,Secondary,0,,1.0,411.76
29,Male,Uganda,Primary,1,1.0,0.0,343.25
38,Female,Uganda,Primary,1,1.0,1.0,467.6
33,Male,Uganda,Tertiary,1,0.0,0.0,703.38
31,Male,Rwanda,None,0,1.0,0.0,408.22
38,Male,Rwanda,Primary,1,1.0,1.0,404.45
65,Male,Tanzania,Primary,1,1.0,1.0,282.36
44,Male,Rwanda,Primary,0,,1.0,417.36
53,Female,Burundi,Secondary,1,0.0,0.0,458.9
18,Female,Uganda,,0,0.0,0.0,607.1
18,Female,Rwanda,Secondary,1,1.0,0.0,471.25
39,Male,Uganda,Tertiary,1,1.0,1.0,770.25
32,Female,Uganda,Secondary,1,0.0,0.0,611.73
69,Female,Burundi,Secondary,1,1.0,0.0,478.81
37,Male,Uganda,Secondary,1,0.0,0.0,744.71
20,Male,Uganda,Secondary,0,1.0,0.0,739.02
31,Female,Uganda,Secondary,1,0.0,0.0,724.5
26,Female,Tanzania,Secondary,1,0.0,1.0,365.9
36,Other,Tanzania,Secondary,0,0.0,1.0,542.99
57,Female,Rwanda,Primary,1,0.0,0.0,491.57
51,Male,Tanzania,Secondary,1,1.0,0.0,451.55
21,Female,Rwanda,Secondary,0,1.0,0.0,903.01
50,Male,Tanzania,Tertiary,1,0.0,1.0,488.82
60,Male,Burundi,Secondary,0,1.0,0.0,445.5
54,Female,Uganda,Secondary,no,0.0,0.0,584.44
19,Female,Burundi,Secondary,1,1.0,0.0,419.46
44,Female,Rwanda,Secondary,1,0.0,0.0,460.22
62,Female,Rwanda,Tertiary,0,1.0,0.0,321.09
34,Male,Kenya,Secondary,no,1.0,1.0,615.14
66,Male,Tanzania,Tertiary,nan,1.0,0.0,449.45
67,Male,Tanzania,Primary,1,0.0,0.0,479.19
48,,Burundi,Primary,1,0.0,1.0,248.5
58,Female,Tanzania,Secondary,1,1.0,0.0,552.33
23,Female,Burundi,Secondary,0,0.0,0.0,432.07
69,Female,Tanzania,Secondary,no,1.0,1.0,474.05
48,Female,Uganda,Secondary,0,,0.0,654.07
20,Female,Rwanda,None,0,0.0,0.0,561.42
57,Male,Tanzania,Primary,0,0.0,0.0,394.16
20,Male,Uganda,Secondary,0,1.0,0.0,571.06
50,Female,Kenya,Secondary,no,1.0,0.0,526.17
69,Male,Kenya,Primary,0,0.0,0.0,315.43
30,Female,Burundi,,1,1.0,1.0,787.59
38,Female,Uganda,None,0,0.0,1.0,259.2
54,Female,Kenya,Secondary,0,0.0,0.0,714.49
33,Male,Burundi,Secondary,1,0.0,0.0,192.68
38,Male,Burundi,Secondary,0,1.0,0.0,518.26
65,Male,Kenya,Primary,1,0.0,1.0,622.74
61,Female,Kenya,Primary,1,1.0,0.0,296.51
30,Female,Tanzania,Primary,no,0.0,1.0,635.37
21,Male,Rwanda,Secondary,1,1.0,0.0,611.71
48,Male,Kenya,Tertiary,no,0.0,0.0,454.11
26,Female,Tanzania,Secondary,1,0.0,0.0,33.57
65,Male,Burundi,Secondary,1,0.0,0.0,319.72
50,Other,Burundi,Tertiary,no,0.0,0.0,155.1
54,Female,Uganda,Tertiary,1,1.0,1.0,489.92
54,Female,Uganda,Secondary,1,0.0,0.0,542.59
41,Male,Tanzania,Tertiary,0,1.0,0.0,175.14
42,Male,Kenya,None,0,1.0,,619.84
68,Male,Burundi,Tertiary,1,0.0,0.0,189.75
58,Female,Burundi,Tertiary,no,0.0,0.0,564.28
46,Male,Uganda,Secondary,0,1.0,0.0,683.38
57,Female,Tanzania,,yes,1.0,,608.2
68,Male,Kenya,Primary,nan,0.0,,539.89
67,Female,Kenya,Primary,1,1.0,0.0,84.71
64,Male,Uganda,Secondary,1,1.0,0.0,310.67
53,Male,Kenya,Tertiary,0,1.0,0.0,308.83
32,Male,Tanzania,Primary,1,1.0,0.0,793.44
62,Female,Burundi,Tertiary,0,1.0,1.0,503.41
35,Male,Uganda,Secondary,0,0.0,0.0,871.94
37,Male,Kenya,Tertiary,no,1.0,0.0,344.1
22,Female,Burundi,Primary,0,1.0,0.0,466.47
35,Male,Rwanda,Tertiary,0,1.0,0.0,317.51
57,Female,Uganda,Secondary,0,,1.0,230.67
18,Male,Uganda,Tertiary,nan,1.0,1.0,552.88
36,Female,Rwanda,Primary,1,,0.0,761.77
40,Male,Tanzania,,1,0.0,0.0,326.69
43,Female,Uganda,Secondary,1,1.0,0.0,433.86
66,Male,Burundi,,1,1.0,0.0,755.95
46,Female,Burundi,None,1,1.0,0.0,436.9
51,Male,Uganda,Tertiary,0,0.0,,156.08
36,Female,Tanzania,Secondary,1,0.0,1.0,325.18
65,Female,Rwanda,Tertiary,no,1.0,0.0,603.59
35,Male,Uganda,Primary,0,1.0,1.0,731.69
19,Male,Uganda,Secondary,no,1.0,0.0,762.29
44,Male,Tanzania,Tertiary,0,1.0,0.0,498.49
23,Female,Tanzania,Tertiary,0,0.0,0.0,501.25
56,Male,Burundi,Primary,1,0.0,0.0,345.0
23,Other,Tanzania,Secondary,0,1.0,0.0,585.9
23,Male,Burundi,Tertiary,1,1.0,0.0,725.63
48,Female,Uganda,Tertiary,1,1.0,0.0,454.63
58,Male,Tanzania,Secondary,0,0.0,1.0,672.6
57,Male,Tanzania,Secondary,1,0.0,0.0,626.09
47,Female,Rwanda,Secondary,0,1.0,0.0,654.62
38,Female,Burundi,Primary,nan,,0.0,658.31
58,Female,Burundi,Secondary,0,1.0,,362.58
61,Female,Tanzania,Secondary,0,1.0,1.0,874.86
35,Female,Uganda,None,1,,0.0,754.85
40,Female,Tanzania,Secondary,1,0.0,0.0,655.27
55,Male,Burundi,Primary,1,0.0,0.0,669.68
40,Male,Rwanda,Primary,1,1.0,1.0,391.05
45,Male,Burundi,Secondary,1,0.0,0.0,451.7
53,Male,Uganda,,1,1.0,0.0,407.71
42,Female,Uganda,None,0,1.0,0.0,738.91
24,Female,Rwanda,Secondary,0,1.0,0.0,308.1
35,Female,Uganda,Tertiary,0,1.0,0.0,-100.0
37,Female,Uganda,Primary,0,1.0,0.0,616.51
22,Male,Kenya,Primary,0,1.0,0.0,446.99
35,Male,Burundi,Tertiary,nan,1.0,0.0,498.39
59,Female,Uganda,Secondary,1,0.0,0.0,192.63
57,Male,Kenya,Tertiary,yes,0.0,0.0,371.07
50,Female,Burundi,Secondary,0,1.0,1.0,459.2
32,Male,Kenya,Primary,1,0.0,0.0,772.84
52,Female,Kenya,Tertiary,0,1.0,0.0,520.54
64,,Tanzania,Secondary,1,0.0,1.0,710.05
63,Male,Rwanda,Primary,1,0.0,0.0,505.41
18,Male,Kenya,Primary,0,,1.0,344.55
38,Male,Uganda,Tertiary,1,0.0,0.0,381.66
25,Male,Rwanda,Secondary,0,1.0,0.0,549.16
24,Female,Kenya,Secondary,0,0.0,0.0,454.8
58,Male,Uganda,Secondary,1,0.0,0.0,177.25
67,Male,Uganda,,1,1.0,1.0,742.26
61,Female,Kenya,None,0,1.0,0.0,178.22
57,Male,Kenya,Secondary,1,0.0,,727.37
57,Female,Kenya,Tertiary,1,1.0,0.0,635.65
47,Male,Burundi,None,1,0.0,0.0,789.96
55,Male,Kenya,Secondary,nan,0.0,0.0,799.51
52,Female,Rwanda,Primary,1,1.0,,670.68
19,Male,Tanzania,,0,0.0,0.0,581.47
63,Female,Kenya,Secondary,0,0.0,0.0,581.5
25,Male,Kenya,Secondary,0,1.0,0.0,533.67
55,Male,Burundi,None,1,0.0,0.0,852.85
21,Male,Rwanda,Tertiary,0,0.0,0.0,549.64
54,Male,Uganda,Primary,0,0.0,0.0,357.58
38,Female,Kenya,Secondary,0,1.0,0.0,503.29
30,Male,Uganda,Secondary,no,0.0,0.0,735.69
26,Male,Tanzania,Secondary,1,1.0,0.0,316.2
62,Male,Kenya,Primary,0,0.0,0.0,505.8
46,Male,Tanzania,None,no,1.0,0.0,306.49
58,Male,Uganda,Primary,0,0.0,1.0,94.26
41,Female,Kenya,Primary,1,1.0,0.0,540.76
33,Female,Kenya,Secondary,1,1.0,1.0,712.23
29,Male,Rwanda,Secondary,0,0.0,1.0,238.19
19,Male,Rwanda,,1,1.0,0.0,434.11
36,Female,Kenya,Primary,no,,0.0,732.27
47,Male,Tanzania,Secondary,0,1.0,0.0,862.23
33,Male,Burundi,Secondary,1,1.0,0.0,420.98
41,Male,Tanzania,Primary,1,1.0,0.0,451.21
30,Female,Rwanda,Secondary,1,1.0,0.0,618.87
22,Male,Rwanda,Tertiary,1,0.0,0.0,574.72
40,Male,Burundi,Primary,0,0.0,0.0,616.2
55,Female,Rwanda,Primary,0,1.0,0.0,993.0
48,Female,Rwanda,Tertiary,no,0.0,0.0,481.97
34,Female,Uganda,Primary,no,0.0,0.0,335.8
66,Female,Burundi,Primary,1,0.0,0.0,524.77
66,Male,Rwanda,Primary,0,,0.0,212.43
20,Male,Tanzania,Secondary,1,0.0,0.0,550.9
43,Male,Rwanda,Tertiary,1,1.0,1.0,498.38
30,Female,Kenya,Secondary,yes,0.0,1.0,768.75
61,Female,Burundi,Secondary,0,1.0,0.0,260.11
55,Female,Tanzania,Primary,no,1.0,0.0,807.21
39,Female,Kenya,Primary,0,0.0,0.0,257.77
38,Female,Kenya,Secondary,1,0.0,0.0,715.48
46,Female,Uganda,None,1,1.0,0.0,459.61
62,Female,Uganda,Secondary,1,,0.0,389.32
63,Male,Tanzania,Secondary,0,1.0,0.0,290.56
56,Female,Burundi,Tertiary,no,0.0,0.0,333.16
22,Female,Tanzania,Primary,1,1.0,0.0,677.44
31,Male,Kenya,Primary,0,0.0,0.0,595.52
35,Male,Uganda,Secondary,0,0.0,1.0,511.79
21,Female,Kenya,Secondary,0,1.0,0.0,394.52
50,Male,Kenya,Primary,1,0.0,0.0,452.02
56,Male,Uganda,Primary,1,1.0,0.0,608.02
37,Male,Uganda,Secondary,1,0.0,0.0,763.01
30,Female,Burundi,Primary,1,,0.0,798.68
53,Male,Kenya,Secondary,1,1.0,0.0,603.21
62,Female,Uganda,Primary,1,1.0,0.0,682.28
21,Female,Tanzania,,no,1.0,0.0,456.6
52,Female,Kenya,Tertiary,1,1.0,0.0,445.92
25,Female,Burundi,Secondary,0,1.0,1.0,733.81
69,Female,Burundi,Secondary,yes,1.0,1.0,448.03
57,Male,Kenya,Tertiary,1,1.0,1.0,604.91
66,Male,Rwanda,None,0,1.0,,456.32
64,Female,Kenya,Secondary,0,1.0,,432.5
53,Male,Tanzania,Primary,1,1.0,0.0,539.42
23,Male,Burundi,None,0,0.0,0.0,524.69
39,Male,Uganda,Primary,0,,0.0,583.73
23,Male,Uganda,Primary,1,,0.0,485.39
59,Female,Kenya,Secondary,1,0.0,0.0,276.7
53,Female,Uganda,Tertiary,no,0.0,0.0,462.2
26,Female,Kenya,Primary,1,1.0,0.0,554.56
33,Male,Rwanda,Secondary,0,1.0,0.0,223.61
56,Male,Uganda,Primary,0,0.0,,429.15
63,Male,Tanzania,Primary,1,1.0,0.0,573.77
55,Male,Tanzania,Primary,nan,1.0,0.0,268.33
50,Female,Burundi,Secondary,0,0.0,1.0,455.53
35,Male,Uganda,Primary,nan,1.0,0.0,585.99
29,Male,Kenya,Primary,0,1.0,0.0,692.66
44,Female,Rwanda,Primary,no,1.0,1.0,314.99
64,Male,Tanzania,Primary,no,0.0,1.0,239.79
18,Female,Burundi,Primary,1,0.0,0.0,249.25
32,Female,Kenya,Secondary,0,1.0,0.0,498.48
64,Male,Tanzania,Tertiary,0,0.0,1.0,545.07
44,Male,Uganda,Primary,1,1.0,0.0,322.59
33,Other,Burundi,Primary,no,1.0,0.0,382.36
38,Female,Burundi,Primary,no,1.0,1.0,723.13
18,Male,Kenya,Primary,yes,0.0,1.0,443.96
46,Male,Burundi,Secondary,1,0.0,0.0,655.2
20,Male,Tanzania,Primary,0,1.0,0.0,509.88
29,Female,Kenya,Tertiary,0,0.0,1.0,631.76
45,Male,Tanzania,Primary,1,1.0,0.0,284.54
56,Female,Tanzania,None,1,0.0,1.0,290.65
54,Female,Uganda,Secondary,0,0.0,0.0,695.03
48,Female,Burundi,Secondary,1,0.0,0.0,305.1
48,Male,Uganda,Secondary,1,0.0,0.0,713.66
50,Male,Rwanda,Secondary,0,0.0,1.0,817.17
50,Female,Rwanda,Tertiary,1,1.0,0.0,419.9
64,Male,Uganda,Secondary,0,1.0,0.0,655.59
57,Female,Rwanda,Primary,1,0.0,0.0,441.93
28,Male,Rwanda,Tertiary,0,0.0,1.0,563.6
63,Female,Uganda,Secondary,1,0.0,0.0,347.41
46,Female,Uganda,Primary,1,0.0,0.0,405.8
42,Male,Uganda,Secondary,yes,0.0,0.0,230.74
30,Female,Rwanda,,0,1.0,1.0,193.06
68,Female,Burundi,None,1,1.0,0.0,289.39
61,Male,Tanzania,Tertiary,1,1.0,0.0,0.0
36,Male,Tanzania,Tertiary,1,1.0,1.0,569.78
53,Female,Burundi,Primary,0,1.0,0.0,655.62
45,Female,Uganda,Primary,1,0.0,0.0,727.09
21,Male,Kenya,Secondary,0,0.0,0.0,409.66
20,Male,Kenya,,1,0.0,0.0,511.66
55,Male,Uganda,Primary,0,1.0,0.0,544.74
54,Male,Tanzania,None,0,0.0,0.0,782.32
60,Male,Kenya,Secondary,nan,1.0,1.0,473.01
42,Male,Burundi,None,1,0.0,1.0,324.11
58,Female,Kenya,Primary,1,0.0,0.0,535.95
52,Female,Burundi,Secondary,1,1.0,0.0,396.8
46,Female,Kenya,Secondary,1,1.0,0.0,264.85
58,Male,Tanzania,Secondary,0,0.0,0.0,576.82
46,Female,Uganda,Tertiary,nan,0.0,0.0,392.6
29,Female,Kenya,Primary,1,1.0,0.0,694.08
52,Female,Kenya,Secondary,no,0.0,1.0,773.95
37,Male,Uganda,Secondary,no,1.0,0.0,964.71
34,Male,Burundi,Primary,0,1.0,0.0,106.55
29,Female,Kenya,Primary,0,0.0,0.0,507.82
67,Male,Rwanda,Tertiary,0,0.0,0.0,536.04
53,Other,Burundi,Secondary,0,,0.0,604.11
27,Female,Burundi,Primary,0,1.0,0.0,377.11
35,Female,Burundi,Secondary,1,0.0,0.0,328.81
47,Female,Rwanda,Secondary,0,0.0,0.0,221.53
25,Male,Rwanda,Secondary,1,0.0,,689.18
58,Male,Tanzania,Tertiary,nan,0.0,1.0,952.57
68,Female,Tanzania,Secondary,0,1.0,0.0,321.8
30,Male,Tanzania,Secondary,0,0.0,0.0,669.12
48,Female,Uganda,Secondary,0,1.0,0.0,431.27
23,Female,Rwanda,Secondary,0,1.0,1.0,481.76
24,Male,Uganda,Secondary,1,1.0,0.0,318.75
38,Male,Uganda,Primary,no,0.0,1.0,505.04
55,Female,Rwanda,Secondary,0,1.0,0.0,416.43
60,Male,Rwanda,Secondary,0,,,870.7
66,Male,Tanzania,Tertiary,no,1.0,0.0,560.59
68,Male,Kenya,Secondary,1,1.0,0.0,372.08
45,Female,Uganda,Secondary,1,1.0,1.0,268.92
61,,Rwanda,Primary,1,0.0,0.0,499.31
38,Male,Rwanda,Primary,1,1.0,0.0,1094.18
38,Female,Tanzania,Primary,1,1.0,1.0,296.58
41,Male,Tanzania,Secondary,1,1.0,,514.97
44,Female,Uganda,Secondary,1,,0.0,556.55
44,Male,Kenya,Primary,1,0.0,0.0,689.05
30,Male,Kenya,None,0,1.0,0.0,679.11
67,Female,Burundi,None,0,1.0,0.0,206.33
46,Male,Burundi,Secondary,1,1.0,0.0,770.29
56,Male,Tanzania,Secondary,1,1.0,0.0,596.56
45,Female,Uganda,Tertiary,0,1.0,0.0,554.23
54,Male,Burundi,None,0,0.0,0.0,665.69
46,Male,Uganda,None,1,0.0,0.0,382.11
65,Female,Kenya,Tertiary,1,0.0,0.0,394.35
39,Female,Tanzania,Secondary,1,0.0,0.0,285.63
53,Male,Uganda,,0,0.0,1.0,866.25
47,,Kenya,Primary,1,1.0,0.0,526.16
45,Male,Kenya,Tertiary,0,1.0,0.0,853.01
40,Female,Uganda,Primary,1,1.0,0.0,366.57
50,Male,Uganda,Secondary,1,0.0,,418.84
21,Male,Burundi,Secondary,1,0.0,0.0,320.62
20,Female,Burundi,Secondary,0,0.0,0.0,595.14
49,Female,Rwanda,Primary,1,1.0,0.0,601.31
21,Female,Kenya,Primary,0,0.0,0.0,184.93
18,Male,Rwanda,Secondary,0,0.0,0.0,433.88
29,Male,Burundi,Primary,1,1.0,0.0,537.32
30,Female,Kenya,Secondary,0,1.0,0.0,705.42
51,Female,Uganda,Tertiary,1,1.0,0.0,281.0
46,Female,Kenya,Secondary,1,0.0,0.0,56.3
26,Male,Uganda,Secondary,1,1.0,0.0,400.12
48,Female,Tanzania,Primary,no,,0.0,578.67
24,Female,Uganda,Secondary,no,,1.0,273.23
30,Male,Kenya,Primary,1,,,240.86
19,Female,Burundi,Secondary,1,1.0,0.0,286.78
50,Male,Uganda,Secondary,no,,0.0,652.94
67,Male,Rwanda,Secondary,0,1.0,0.0,112.97
24,Female,Tanzania,Primary,no,0.0,0.0,319.56
35,Female,Tanzania,Secondary,1,0.0,0.0,1085.31
68,Other,Uganda,Secondary,0,0.0,0.0,286.17
25,Male,Rwanda,Secondary,0,0.0,0.0,614.68
29,Female,Rwanda,Secondary,0,0.0,0.0,827.59
60,Male,Kenya,,1,0.0,0.0,319.64
47,Female,Tanzania,None,no,1.0,0.0,554.97
26,Male,Uganda,Secondary,no,0.0,0.0,487.29
45,Male,Rwanda,None,1,1.0,1.0,829.79
21,Male,Uganda,Tertiary,no,1.0,1.0,700.41
56,Female,Kenya,None,0,0.0,0.0,397.37
34,Female,Uganda,,0,0.0,0.0,522.87
28,Female,Uganda,Secondary,yes,1.0,0.0,465.34
19,Male,Rwanda,,1,1.0,,434.41
40,Male,Rwanda,Tertiary,0,1.0,,448.12
67,Male,Rwanda,Primary,1,0.0,0.0,606.54
39,Female,Burundi,Primary,0,0.0,0.0,741.13
43,Male,Kenya,Primary,0,1.0,0.0,369.04
29,Male,Rwanda,Primary,1,1.0,1.0,579.42
49,Male,Burundi,Secondary,nan,1.0,,672.79
26,Female,Kenya,Secondary,1,1.0,0.0,427.83
60,Female,Kenya,Tertiary,no,0.0,1.0,622.85
22,Female,Tanzania,Primary,0,,0.0,870.88
43,Male,Rwanda,Primary,1,0.0,0.0,578.04
24,Female,Tanzania,Primary,0,1.0,0.0,627.39
46,Female,Burundi,None,0,1.0,0.0,370.33
50,Male,Burundi,None,0,1.0,0.0,501.09
41,Male,Burundi,Primary,1,0.0,0.0,539.07
42,Male,Uganda,Secondary,1,0.0,0.0,612.61
48,Female,Kenya,Secondary,1,1.0,0.0,504.15
46,Male,Uganda,Primary,0,1.0,0.0,353.93
22,Male,Rwanda,Secondary,1,1.0,0.0,552.26
55,Male,Tanzania,Secondary,nan,0.0,0.0,435.85
62,Female,Uganda,Tertiary,1,1.0,0.0,555.46
28,Male,Burundi,Tertiary,0,1.0,0.0,414.04
49,Female,Tanzania,Tertiary,1,1.0,0.0,899.29
25,Male,Burundi,,1,0.0,0.0,805.7
37,Male,Kenya,Primary,nan,0.0,,512.06
51,Female,Burundi,None,1,1.0,,337.59
64,Female,Burundi,None,no,0.0,0.0,188.41
59,Female,Kenya,Tertiary,0,0.0,0.0,562.89
25,Male,Rwanda,Secondary,0,1.0,0.0,436.38
19,Male,Rwanda,Primary,1,1.0,0.0,492.14
38,Female,Uganda,Secondary,no,0.0,0.0,372.39
32,Male,Kenya,Tertiary,0,1.0,1.0,337.59
23,Female,Rwanda,Secondary,0,0.0,0.0,384.05
22,Male,Kenya,Secondary,1,1.0,0.0,513.86
20,Female,Tanzania,Tertiary,1,1.0,0.0,561.96
60,Female,Rwanda,Secondary,1,0.0,0.0,478.76
60,Male,Burundi,Tertiary,1,0.0,0.0,470.54
33,Female,Uganda,Tertiary,1,0.0,1.0,765.08
52,Male,Rwanda,Primary,1,0.0,1.0,554.66
26,Male,Rwanda,Primary,nan,0.0,,525.86
52,Female,Tanzania,Tertiary,yes,0.0,0.0,118.53
36,Female,Kenya,Secondary,0,0.0,0.0,657.04
60,Female,Burundi,Primary,1,1.0,0.0,36.48
63,Female,Burundi,None,1,1.0,0.0,299.29
51,Male,Tanzania,,1,1.0,0.0,678.24
56,Male,Kenya,Primary,0,1.0,0.0,562.58
27,Female,Uganda,Secondary,1,1.0,1.0,383.6
27,Male,Kenya,Tertiary,0,0.0,0.0,536.29
37,Female,Burundi,Primary,no,1.0,0.0,298.0
18,Female,Uganda,Secondary,0,0.0,0.0,262.11
23,Female,Burundi,Primary,0,1.0,0.0,291.18
63,Male,Rwanda,,1,1.0,0.0,491.02
19,Female,Burundi,,0,1.0,0.0,42.76
55,Female,Tanzania,None,no,1.0,,462.37
50,Male,Rwanda,Secondary,0,1.0,0.0,580.57
20,Male,Kenya,Secondary,0,0.0,0.0,754.43
53,Female,Rwanda,Primary,nan,1.0,0.0,0.0
30,Female,Kenya,Primary,0,0.0,0.0,703.14
52,Male,Kenya,Tertiary,0,0.0,0.0,534.28
32,Male,Tanzania,Tertiary,no,1.0,0.0,347.23
62,Male,Uganda,Secondary,0,1.0,1.0,780.63
39,,Burundi,Tertiary,1,0.0,1.0,852.96
60,Female,Rwanda,Secondary,0,1.0,0.0,903.27
21,Female,Tanzania,Secondary,1,1.0,0.0,383.31
34,Male,Tanzania,Primary,1,1.0,0.0,649.53
22,Male,Rwanda,Secondary,1,0.0,1.0,208.28
38,Female,Uganda,None,1,0.0,0.0,419.04
41,Female,Burundi,Secondary,yes,1.0,0.0,741.87
48,Male,Tanzania,Secondary,0,,1.0,434.63
57,,Kenya,Primary,0,0.0,0.0,746.72
47,Male,Uganda,Primary,0,0.0,0.0,359.2
59,Male,Burundi,Secondary,0,1.0,0.0,189.34
24,Female,Rwanda,Secondary,no,1.0,0.0,475.06
66,Female,Tanzania,Secondary,nan,1.0,0.0,283.47
24,Female,Burundi,Primary,0,1.0,0.0,896.78
44,Female,Tanzania,Primary,1,1.0,0.0,554.25
41,Female,Burundi,Tertiary,0,1.0,1.0,727.06
36,Male,Kenya,,0,1.0,1.0,547.98
58,Female,Burundi,Secondary,0,0.0,0.0,283.04
51,Female,Kenya,Secondary,0,0.0,0.0,287.24
39,Female,Rwanda,Secondary,1,1.0,0.0,358.33
69,Female,Uganda,Secondary,1,0.0,0.0,986.96
68,Female,Burundi,Secondary,1,1.0,0.0,560.07
44,Female,Tanzania,Tertiary,0,1.0,0.0,387.63
23,Female,Rwanda,Primary,1,0.0,0.0,761.96
27,Female,Burundi,Secondary,1,1.0,0.0,685.98
62,Female,Rwanda,Secondary,0,1.0,0.0,622.51
48,Male,Rwanda,Primary,1,0.0,1.0,415.74
42,Other,Rwanda,Secondary,1,0.0,0.0,672.83
19,Female,Rwanda,Secondary,0,0.0,0.0,301.38
27,Female,Tanzania,Secondary,1,,0.0,609.62
27,Female,Kenya,Tertiary,0,1.0,0.0,469.21
43,Female,Kenya,Secondary,1,1.0,0.0,191.78
22,Female,Tanzania,Tertiary,yes,0.0,0.0,685.06
39,Female,Rwanda,Tertiary,1,0.0,0.0,530.25
21,Male,Tanzania,Secondary,1,0.0,,0.0
51,Male,Rwanda,Tertiary,0,0.0,0.0,527.57
24,Male,Rwanda,Tertiary,1,1.0,0.0,567.13
